ref_perturbation,ref_target,num_ha_perturbed,newlig1_smi,newlig2_smi,input_smarts
lig_p38a_2x~lig_p38a_2m,p38,8,CNc1cccc2c1CCOC2,c1cc2c(c(NC3CC3)c1)COCC2,n[1*]C.C[2*]CCOC[3*]~n[1*]C1CC1.C[2*]CCOCC[3*]
lig_p38a_2m~lig_p38a_2x,p38,8,c1cc2c(c(NC3CC3)c1)COCC2,CNc1cccc2c1CCOC2,n[1*]C1CC1.C[2*]CCOCC[3*]~n[1*]C.C[2*]CCOC[3*]
lig_p38a_2x~lig_p38a_2l,p38,9,c1ccc2c(c1)CCOC2,CCc1cccc2c1COCC2,C[1*]COCC[2*]~C[1*]C.C[2*]CCOCC[3*]
lig_p38a_2l~lig_p38a_2x,p38,9,CCc1cccc2c1COCC2,c1ccc2c(c1)CCOC2,C[1*]C.C[2*]CCOCC[3*]~C[1*]COCC[2*]
lig_p38a_2p~lig_p38a_3flz,p38,8,CS(=O)(=O)CCc1cccc(CF)c1F,c1ccccc1,c[3*]CCS(C)(=O)=O.c[2*]F.C[1*]F~
lig_p38a_3flz~lig_p38a_2p,p38,8,c1ccccc1,CS(=O)(=O)CCc1cccc(CF)c1F,~c[3*]CCS(C)(=O)=O.c[2*]F.C[1*]F
lig_p38a_2p~lig_p38a_2t,p38,5,CS(=O)(=O)CCc1ccccc1,N#Cc1ccccc1,C[1*]CS(C)(=O)=O~C[1*]#N
lig_p38a_2t~lig_p38a_2p,p38,5,N#Cc1ccccc1,CS(=O)(=O)CCc1ccccc1,C[1*]#N~C[1*]CS(C)(=O)=O
lig_p38a_2p~lig_p38a_2e,p38,7,CS(=O)(=O)CCc1ccccc1CF,c1ccccc1,c[1*]CCS(C)(=O)=O.C[2*]F~
lig_p38a_2e~lig_p38a_2p,p38,7,c1ccccc1,CS(=O)(=O)CCc1ccccc1CF,~c[1*]CCS(C)(=O)=O.C[2*]F
lig_p38a_2p~lig_p38a_2s,p38,5,CS(=O)(=O)Cc1ccccc1,OCc1ccccc1CO,C[1*]S(C)(=O)=O~C[1*]O.C[2*]O
lig_p38a_2s~lig_p38a_2p,p38,5,OCc1ccccc1CO,CS(=O)(=O)Cc1ccccc1,C[1*]O.C[2*]O~C[1*]S(C)(=O)=O
lig_p38a_2p~lig_p38a_2bb,p38,7,CS(=O)(=O)CCCc1ccccc1NC1CCOCC1,CS(=O)(=O)CCNc1ccccc1,C[1*]CCS(C)(=O)=O.N[2*]C1CCOCC1~N[1*]CCS(C)(=O)=O
lig_p38a_2bb~lig_p38a_2p,p38,7,CS(=O)(=O)CCNc1ccccc1,CS(=O)(=O)CCCc1ccccc1NC1CCOCC1,N[1*]CCS(C)(=O)=O~C[1*]CCS(C)(=O)=O.N[2*]C1CCOCC1
lig_p38a_2p~lig_p38a_2r,p38,5,CS(=O)(=O)Cc1ccccc1,CCc1ccccc1CO,C[1*]S(C)(=O)=O~C[2*]O.C[1*]C
lig_p38a_2r~lig_p38a_2p,p38,5,CCc1ccccc1CO,CS(=O)(=O)Cc1ccccc1,C[2*]O.C[1*]C~C[1*]S(C)(=O)=O
lig_p38a_2p~lig_p38a_2o,p38,5,CS(=O)(=O)CCc1ccccc1,CS(=O)(=O)Cc1ccccc1,C[1*]CS(C)(=O)=O~C[1*]S(C)(=O)=O
lig_p38a_2o~lig_p38a_2p,p38,5,CS(=O)(=O)Cc1ccccc1,CS(=O)(=O)CCc1ccccc1,C[1*]S(C)(=O)=O~C[1*]CS(C)(=O)=O
lig_p38a_2p~lig_p38a_3fln,p38,6,CS(=O)(=O)CCCc1ccccc1,c1ccccc1,C[1*]CCS(C)(=O)=O~
lig_p38a_3fln~lig_p38a_2p,p38,6,c1ccccc1,CS(=O)(=O)CCCc1ccccc1,~C[1*]CCS(C)(=O)=O
lig_p38a_2p~lig_p38a_2u,p38,10,CS(=O)(=O)CCCNc1ccccc1,CS(=O)(=O)N1CCC(Nc2ccccc2)CC1,n[1*]CCCS(C)(=O)=O~n[1*]C1CCN(S(C)(=O)=O)CC1
lig_p38a_2u~lig_p38a_2p,p38,10,CS(=O)(=O)N1CCC(Nc2ccccc2)CC1,CS(=O)(=O)CCCNc1ccccc1,n[1*]C1CCN(S(C)(=O)=O)CC1~n[1*]CCCS(C)(=O)=O
lig_p38a_2p~lig_p38a_2ff,p38,6,CS(=O)(=O)CCCc1cccc2c1COCC2,OC1CCc2ccccc2C1,C[1*]CCS(C)(=O)=O.C[2*]CCOCC[3*]~C[1*]CCC(O)CC[2*]
lig_p38a_2ff~lig_p38a_2p,p38,6,OC1CCc2ccccc2C1,CS(=O)(=O)CCCc1cccc2c1COCC2,C[1*]CCC(O)CC[2*]~C[1*]CCS(C)(=O)=O.C[2*]CCOCC[3*]
lig_p38a_2p~lig_p38a_2k,p38,7,CS(=O)(=O)CCCNc1ccccc1,c1ccccc1,n[1*]CCCS(C)(=O)=O~
lig_p38a_2k~lig_p38a_2p,p38,7,c1ccccc1,CS(=O)(=O)CCCNc1ccccc1,~n[1*]CCCS(C)(=O)=O
lig_p38a_2p~lig_p38a_2q,p38,8,CS(=O)(=O)CCCNc1ccccc1,O=S1(=O)CCC(Nc2ccccc2)CC1,n[1*]CCCS(C)(=O)=O~n[1*]C1CCS(=O)(=O)CC1
lig_p38a_2q~lig_p38a_2p,p38,8,O=S1(=O)CCC(Nc2ccccc2)CC1,CS(=O)(=O)CCCNc1ccccc1,n[1*]C1CCS(=O)(=O)CC1~n[1*]CCCS(C)(=O)=O
lig_p38a_2p~lig_p38a_2m,p38,7,CS(=O)(=O)CCCNc1ccccc1,c1ccc(NC2CC2)cc1,n[1*]CCCS(C)(=O)=O~n[1*]C1CC1
lig_p38a_2m~lig_p38a_2p,p38,7,c1ccc(NC2CC2)cc1,CS(=O)(=O)CCCNc1ccccc1,n[1*]C1CC1~n[1*]CCCS(C)(=O)=O
lig_p38a_2p~lig_p38a_2l,p38,5,CS(=O)(=O)CCc1ccccc1,c1ccccc1,C[1*]CS(C)(=O)=O~
lig_p38a_2l~lig_p38a_2p,p38,5,c1ccccc1,CS(=O)(=O)CCc1ccccc1,~C[1*]CS(C)(=O)=O
lig_p38a_3flz~lig_p38a_2t,p38,4,c1ccccc1,N#Cc1cccc(CF)c1F,~c[3*]C#N.c[2*]F.C[1*]F
lig_p38a_2t~lig_p38a_3flz,p38,4,N#Cc1cccc(CF)c1F,c1ccccc1,c[3*]C#N.c[2*]F.C[1*]F~
lig_p38a_3flz~lig_p38a_2c,p38,7,c1ccc(Oc2ccccc2)cc1,Clc1ccccc1-c1ccccc1,c[1*]Oc1ccccc1~c[1*]c1ccccc1Cl
lig_p38a_2c~lig_p38a_3flz,p38,7,Clc1ccccc1-c1ccccc1,c1ccc(Oc2ccccc2)cc1,c[1*]c1ccccc1Cl~c[1*]Oc1ccccc1
lig_p38a_3flz~lig_p38a_2s,p38,6,c1ccccc1,OCC(O)Cc1cccc(F)c1F,~C[3*]C(O)CO.c[1*]F.c[2*]F
lig_p38a_2s~lig_p38a_3flz,p38,6,OCC(O)Cc1cccc(F)c1F,c1ccccc1,C[3*]C(O)CO.c[1*]F.c[2*]F~
lig_p38a_3flz~lig_p38a_2r,p38,6,c1ccccc1,CC(C)(O)Cc1cccc(F)c1F,~C[3*]C(C)(C)O.c[2*]F.c[1*]F
lig_p38a_2r~lig_p38a_3flz,p38,6,CC(C)(O)Cc1cccc(F)c1F,c1ccccc1,C[3*]C(C)(C)O.c[2*]F.c[1*]F~
lig_p38a_3flz~lig_p38a_2o,p38,7,c1ccccc1,CS(=O)(=O)Cc1cccc(F)c1CF,~c[3*]CS(C)(=O)=O.C[2*]F.c[1*]F
lig_p38a_2o~lig_p38a_3flz,p38,7,CS(=O)(=O)Cc1cccc(F)c1CF,c1ccccc1,c[3*]CS(C)(=O)=O.C[2*]F.c[1*]F~
lig_p38a_3flz~lig_p38a_3fln,p38,2,c1ccccc1,Fc1ccccc1F,~c[2*]F.c[1*]F
lig_p38a_3fln~lig_p38a_3flz,p38,2,Fc1ccccc1F,c1ccccc1,c[2*]F.c[1*]F~
lig_p38a_3flz~lig_p38a_2i,p38,8,c1ccc(Oc2ccccc2)cc1,Fc1ccccc1Cc1ccccc1,c[1*]Oc1ccccc1~c[1*]Cc1ccccc1F
lig_p38a_2i~lig_p38a_3flz,p38,8,Fc1ccccc1Cc1ccccc1,c1ccc(Oc2ccccc2)cc1,c[1*]Cc1ccccc1F~c[1*]Oc1ccccc1
lig_p38a_3flz~lig_p38a_3fly,p38,10,c1ccc(NC2CCOCC2)cc1,CC(C)Nc1cccc(F)c1F,N[1*]C1CCOCC1~N[3*]C(C)C.c[2*]F.c[1*]F
lig_p38a_3fly~lig_p38a_3flz,p38,10,CC(C)Nc1cccc(F)c1F,c1ccc(NC2CCOCC2)cc1,N[3*]C(C)C.c[2*]F.c[1*]F~N[1*]C1CCOCC1
lig_p38a_3flz~lig_p38a_2v,p38,8,c1ccc(NC2CCOCC2)cc1,CNc1cccc(F)c1F,N[1*]C1CCOCC1~N[1*]C.c[3*]F.c[2*]F
lig_p38a_2v~lig_p38a_3flz,p38,8,CNc1cccc(F)c1F,c1ccc(NC2CCOCC2)cc1,N[1*]C.c[3*]F.c[2*]F~N[1*]C1CCOCC1
lig_p38a_3flz~lig_p38a_2k,p38,2,CNc1ccccc1,Fc1ccccc1F,n[1*]C~c[2*]F.c[1*]F
lig_p38a_2k~lig_p38a_3flz,p38,2,Fc1ccccc1F,CNc1ccccc1,c[2*]F.c[1*]F~n[1*]C
lig_p38a_3flz~lig_p38a_2q,p38,10,CNc1ccccc1,O=S1(=O)CCC(c2cccc(NF)c2F)CC1,n[1*]C~c[1*]C1CCS(=O)(=O)CC1.c[3*]F.n[2*]F
lig_p38a_2q~lig_p38a_3flz,p38,10,O=S1(=O)CCC(c2cccc(NF)c2F)CC1,CNc1ccccc1,c[1*]C1CCS(=O)(=O)CC1.c[3*]F.n[2*]F~n[1*]C
lig_p38a_3flz~lig_p38a_2h,p38,8,c1ccc(Oc2ccccc2)cc1,Fc1ccccc1Sc1ccccc1,c[1*]Oc1ccccc1~c[1*]Sc1ccccc1F
lig_p38a_2h~lig_p38a_3flz,p38,8,Fc1ccccc1Sc1ccccc1,c1ccc(Oc2ccccc2)cc1,c[1*]Sc1ccccc1F~c[1*]Oc1ccccc1
lig_p38a_3flz~lig_p38a_2m,p38,5,CNc1ccccc1,Fc1cccc(NC2CC2)c1F,n[1*]C~n[1*]C1CC1.c[3*]F.c[2*]F
lig_p38a_2m~lig_p38a_3flz,p38,5,Fc1cccc(NC2CC2)c1F,CNc1ccccc1,n[1*]C1CC1.c[3*]F.c[2*]F~n[1*]C
lig_p38a_3flz~lig_p38a_2l,p38,3,c1ccccc1,Cc1cccc(CF)c1F,~c[3*]C.c[2*]F.C[1*]F
lig_p38a_2l~lig_p38a_3flz,p38,3,Cc1cccc(CF)c1F,c1ccccc1,c[3*]C.c[2*]F.C[1*]F~
lig_p38a_2t~lig_p38a_2e,p38,3,N#Cc1ccccc1CF,c1ccccc1,c[1*]C#N.C[2*]F~
lig_p38a_2e~lig_p38a_2t,p38,3,c1ccccc1,N#Cc1ccccc1CF,~c[1*]C#N.C[2*]F
lig_p38a_2t~lig_p38a_2c,p38,10,N#CCc1ccccc1Oc1ccc(F)cc1F,Clc1ccccc1-c1ccccc1,C[2*]C#N.c[1*]Oc1ccc(F)cc1F~c[1*]c1ccccc1Cl
lig_p38a_2c~lig_p38a_2t,p38,10,Clc1ccccc1-c1ccccc1,N#CCc1ccccc1Oc1ccc(F)cc1F,c[1*]c1ccccc1Cl~C[2*]C#N.c[1*]Oc1ccc(F)cc1F
lig_p38a_2t~lig_p38a_2s,p38,3,N#Cc1ccccc1,OCCc1ccccc1CO,C[1*]#N~C[1*]O.C[2*]CO
lig_p38a_2s~lig_p38a_2t,p38,3,OCCc1ccccc1CO,N#Cc1ccccc1,C[1*]O.C[2*]CO~C[1*]#N
lig_p38a_2t~lig_p38a_2r,p38,3,N#Cc1ccccc1,CCc1cccc(CO)c1CC,C[1*]#N~C[1*]O.C[2*]C.C[3*]C
lig_p38a_2r~lig_p38a_2t,p38,3,CCc1cccc(CO)c1CC,N#Cc1ccccc1,C[1*]O.C[2*]C.C[3*]C~C[1*]#N
lig_p38a_2t~lig_p38a_2o,p38,4,N#Cc1ccccc1,CS(=O)(=O)Cc1ccccc1,C[1*]#N~C[1*]S(C)(=O)=O
lig_p38a_2o~lig_p38a_2t,p38,4,CS(=O)(=O)Cc1ccccc1,N#Cc1ccccc1,C[1*]S(C)(=O)=O~C[1*]#N
lig_p38a_2t~lig_p38a_3fln,p38,2,N#CCc1ccccc1,c1ccccc1,C[1*]C#N~
lig_p38a_3fln~lig_p38a_2t,p38,2,c1ccccc1,N#CCc1ccccc1,~C[1*]C#N
lig_p38a_2t~lig_p38a_2u,p38,10,N#CCNc1ccccc1,CS(=O)(=O)N1CCC(Nc2ccccc2)CC1,n[1*]CC#N~n[1*]C1CCN(S(C)(=O)=O)CC1
lig_p38a_2u~lig_p38a_2t,p38,10,CS(=O)(=O)N1CCC(Nc2ccccc2)CC1,N#CCNc1ccccc1,n[1*]C1CCN(S(C)(=O)=O)CC1~n[1*]CC#N
lig_p38a_2t~lig_p38a_3fly,p38,9,N#CCc1ccccc1NC1CCOCC1,CC(C)Nc1ccccc1,C[1*]C#N.N[2*]C1CCOCC1~N[1*]C(C)C
lig_p38a_3fly~lig_p38a_2t,p38,9,CC(C)Nc1ccccc1,N#CCc1ccccc1NC1CCOCC1,N[1*]C(C)C~C[1*]C#N.N[2*]C1CCOCC1
lig_p38a_2t~lig_p38a_2v,p38,8,N#CCc1ccccc1NC1CCOCC1,CNc1ccccc1,C[1*]C#N.N[2*]C1CCOCC1~N[1*]C
lig_p38a_2v~lig_p38a_2t,p38,8,CNc1ccccc1,N#CCc1ccccc1NC1CCOCC1,N[1*]C~C[1*]C#N.N[2*]C1CCOCC1
lig_p38a_2t~lig_p38a_2k,p38,3,N#CCNc1ccccc1,c1ccccc1,n[1*]CC#N~
lig_p38a_2k~lig_p38a_2t,p38,3,c1ccccc1,N#CCNc1ccccc1,~n[1*]CC#N
lig_p38a_2t~lig_p38a_2q,p38,8,N#CCNc1ccccc1,O=S1(=O)CCC(Nc2ccccc2)CC1,n[1*]CC#N~n[1*]C1CCS(=O)(=O)CC1
lig_p38a_2q~lig_p38a_2t,p38,8,O=S1(=O)CCC(Nc2ccccc2)CC1,N#CCNc1ccccc1,n[1*]C1CCS(=O)(=O)CC1~n[1*]CC#N
lig_p38a_2t~lig_p38a_2m,p38,1,N#CCNc1ccccc1,c1ccc(NC2CC2)cc1,n[1*]CC#N~n[1*]C1CC1
lig_p38a_2m~lig_p38a_2t,p38,1,c1ccc(NC2CC2)cc1,N#CCNc1ccccc1,n[1*]C1CC1~n[1*]CC#N
lig_p38a_2t~lig_p38a_2l,p38,1,N#Cc1ccccc1,c1ccccc1,C[1*]#N~
lig_p38a_2l~lig_p38a_2t,p38,1,c1ccccc1,N#Cc1ccccc1,~C[1*]#N
lig_p38a_2e~lig_p38a_2c,p38,0,Fc1ccc(Oc2ccccc2)cc1,Clc1ccccc1-c1ccccc1,c[1*]Oc1ccc(F)cc1~c[1*]c1ccccc1Cl
lig_p38a_2c~lig_p38a_2e,p38,0,Clc1ccccc1-c1ccccc1,Fc1ccc(Oc2ccccc2)cc1,c[1*]c1ccccc1Cl~c[1*]Oc1ccc(F)cc1
lig_p38a_2e~lig_p38a_2s,p38,5,c1ccccc1,OCC(O)Cc1ccccc1F,~C[1*]C(O)CO.c[2*]F
lig_p38a_2s~lig_p38a_2e,p38,5,OCC(O)Cc1ccccc1F,c1ccccc1,C[1*]C(O)CO.c[2*]F~
lig_p38a_2e~lig_p38a_2bb,p38,2,c1ccc(NC2CCOCC2)cc1,CS(=O)(=O)CCNc1ccccc1F,N[1*]C1CCOCC1~N[1*]CCS(C)(=O)=O.c[2*]F
lig_p38a_2bb~lig_p38a_2e,p38,2,CS(=O)(=O)CCNc1ccccc1F,c1ccc(NC2CCOCC2)cc1,N[1*]CCS(C)(=O)=O.c[2*]F~N[1*]C1CCOCC1
lig_p38a_2e~lig_p38a_2r,p38,5,c1ccccc1,CC(C)(O)Cc1ccccc1F,~C[1*]C(C)(C)O.c[2*]F
lig_p38a_2r~lig_p38a_2e,p38,5,CC(C)(O)Cc1ccccc1F,c1ccccc1,C[1*]C(C)(C)O.c[2*]F~
lig_p38a_2e~lig_p38a_3fmh,p38,9,c1ccc(NC2CCOCC2)cc1,CC(Cn1ncnn1)Nc1ccccc1F,N[1*]C1CCOCC1~N[1*]C(C)Cn1ncnn1.c[2*]F
lig_p38a_3fmh~lig_p38a_2e,p38,9,CC(Cn1ncnn1)Nc1ccccc1F,c1ccc(NC2CCOCC2)cc1,N[1*]C(C)Cn1ncnn1.c[2*]F~N[1*]C1CCOCC1
lig_p38a_2e~lig_p38a_2y,p38,7,c1ccc(NC2CCOCC2)cc1,CC(C)(O)CNc1ccccc1F,N[1*]C1CCOCC1~N[1*]CC(C)(C)O.c[2*]F
lig_p38a_2y~lig_p38a_2e,p38,7,CC(C)(O)CNc1ccccc1F,c1ccc(NC2CCOCC2)cc1,N[1*]CC(C)(C)O.c[2*]F~N[1*]C1CCOCC1
lig_p38a_2e~lig_p38a_2o,p38,6,c1ccccc1,CS(=O)(=O)Cc1ccccc1CF,~c[1*]CS(C)(=O)=O.C[2*]F
lig_p38a_2o~lig_p38a_2e,p38,6,CS(=O)(=O)Cc1ccccc1CF,c1ccccc1,c[1*]CS(C)(=O)=O.C[2*]F~
lig_p38a_2e~lig_p38a_2aa,p38,7,c1ccc(NC2CCOCC2)cc1,OCC(CO)Nc1ccccc1F,N[1*]C1CCOCC1~N[1*]C(CO)CO.c[2*]F
lig_p38a_2aa~lig_p38a_2e,p38,7,OCC(CO)Nc1ccccc1F,c1ccc(NC2CCOCC2)cc1,N[1*]C(CO)CO.c[2*]F~N[1*]C1CCOCC1
lig_p38a_2e~lig_p38a_2i,p38,1,Fc1ccc(Oc2ccccc2)cc1,Fc1ccccc1Cc1ccccc1,c[1*]Oc1ccc(F)cc1~c[1*]Cc1ccccc1F
lig_p38a_2i~lig_p38a_2e,p38,1,Fc1ccccc1Cc1ccccc1,Fc1ccc(Oc2ccccc2)cc1,c[1*]Cc1ccccc1F~c[1*]Oc1ccc(F)cc1
lig_p38a_2e~lig_p38a_3fly,p38,9,c1ccc(NC2CCOCC2)cc1,CC(C)c1ccccc1NF,N[1*]C1CCOCC1~c[2*]C(C)C.N[1*]F
lig_p38a_3fly~lig_p38a_2e,p38,9,CC(C)c1ccccc1NF,c1ccc(NC2CCOCC2)cc1,c[2*]C(C)C.N[1*]F~N[1*]C1CCOCC1
lig_p38a_2e~lig_p38a_2ff,p38,7,c1ccc2c(c1)CCOC2,OC1CCc2cccc(CF)c2C1,C[1*]CCOCC[2*]~C[1*]CCC(O)CC[2*].C[3*]F
lig_p38a_2ff~lig_p38a_2e,p38,7,OC1CCc2cccc(CF)c2C1,c1ccc2c(c1)CCOC2,C[1*]CCC(O)CC[2*].C[3*]F~C[1*]CCOCC[2*]
lig_p38a_2e~lig_p38a_2v,p38,7,c1ccc(NC2CCOCC2)cc1,CNc1ccccc1F,N[1*]C1CCOCC1~N[1*]C.c[2*]F
lig_p38a_2v~lig_p38a_2e,p38,7,CNc1ccccc1F,c1ccc(NC2CCOCC2)cc1,N[1*]C.c[2*]F~N[1*]C1CCOCC1
lig_p38a_2e~lig_p38a_2k,p38,1,CNc1ccccc1,Fc1ccccc1,n[1*]C~c[1*]F
lig_p38a_2k~lig_p38a_2e,p38,1,Fc1ccccc1,CNc1ccccc1,c[1*]F~n[1*]C
lig_p38a_2e~lig_p38a_3flq,p38,8,c1ccc(NC2CCOCC2)cc1,CC(CS(C)(=O)=O)Nc1ccccc1F,N[1*]C1CCOCC1~N[1*]C(C)CS(C)(=O)=O.c[2*]F
lig_p38a_3flq~lig_p38a_2e,p38,8,CC(CS(C)(=O)=O)Nc1ccccc1F,c1ccc(NC2CCOCC2)cc1,N[1*]C(C)CS(C)(=O)=O.c[2*]F~N[1*]C1CCOCC1
lig_p38a_2e~lig_p38a_2q,p38,9,CNc1ccccc1,O=S1(=O)CCC(c2ccccc2NF)CC1,n[1*]C~c[1*]C1CCS(=O)(=O)CC1.n[2*]F
lig_p38a_2q~lig_p38a_2e,p38,9,O=S1(=O)CCC(c2ccccc2NF)CC1,CNc1ccccc1,c[1*]C1CCS(=O)(=O)CC1.n[2*]F~n[1*]C
lig_p38a_2e~lig_p38a_2gg,p38,8,c1ccc2c(c1)CCOC2,O=S1(=O)CCc2cccc(CF)c2C1,C[1*]CCOCC[2*]~C[1*]CCS(=O)(=O)CC[2*].C[3*]F
lig_p38a_2gg~lig_p38a_2e,p38,8,O=S1(=O)CCc2cccc(CF)c2C1,c1ccc2c(c1)CCOC2,C[1*]CCS(=O)(=O)CC[2*].C[3*]F~C[1*]CCOCC[2*]
lig_p38a_2e~lig_p38a_2z,p38,7,c1ccc(NC2CCOCC2)cc1,CC(C)(CO)Nc1ccccc1F,N[1*]C1CCOCC1~N[1*]C(C)(C)CO.c[2*]F
lig_p38a_2z~lig_p38a_2e,p38,7,CC(C)(CO)Nc1ccccc1F,c1ccc(NC2CCOCC2)cc1,N[1*]C(C)(C)CO.c[2*]F~N[1*]C1CCOCC1
lig_p38a_2e~lig_p38a_3flw,p38,8,c1ccc(NC2CCOCC2)cc1,OCCC(CCO)Nc1ccccc1F,N[1*]C1CCOCC1~N[1*]C(CCO)CCO.c[2*]F
lig_p38a_3flw~lig_p38a_2e,p38,8,OCCC(CCO)Nc1ccccc1F,c1ccc(NC2CCOCC2)cc1,N[1*]C(CCO)CCO.c[2*]F~N[1*]C1CCOCC1
lig_p38a_2e~lig_p38a_2h,p38,1,Fc1ccc(Oc2ccccc2)cc1,Fc1ccccc1Sc1ccccc1,c[1*]Oc1ccc(F)cc1~c[1*]Sc1ccccc1F
lig_p38a_2h~lig_p38a_2e,p38,1,Fc1ccccc1Sc1ccccc1,Fc1ccc(Oc2ccccc2)cc1,c[1*]Sc1ccccc1F~c[1*]Oc1ccc(F)cc1
lig_p38a_2e~lig_p38a_2m,p38,4,CNc1ccccc1,FNc1ccccc1C1CC1,n[1*]C~c[1*]C1CC1.n[2*]F
lig_p38a_2m~lig_p38a_2e,p38,4,FNc1ccccc1C1CC1,CNc1ccccc1,c[1*]C1CC1.n[2*]F~n[1*]C
lig_p38a_2e~lig_p38a_2l,p38,2,c1ccccc1,Cc1ccccc1CF,~c[1*]C.C[2*]F
lig_p38a_2l~lig_p38a_2e,p38,2,Cc1ccccc1CF,c1ccccc1,c[1*]C.C[2*]F~
lig_p38a_2c~lig_p38a_2bb,p38,9,Clc1ccccc1-c1ccccc1NC1CCOCC1,CS(=O)(=O)CCNc1ccccc1Oc1ccc(F)cc1F,c[1*]c1ccccc1Cl.N[2*]C1CCOCC1~N[2*]CCS(C)(=O)=O.c[1*]Oc1ccc(F)cc1F
lig_p38a_2bb~lig_p38a_2c,p38,9,CS(=O)(=O)CCNc1ccccc1Oc1ccc(F)cc1F,Clc1ccccc1-c1ccccc1NC1CCOCC1,N[2*]CCS(C)(=O)=O.c[1*]Oc1ccc(F)cc1F~c[1*]c1ccccc1Cl.N[2*]C1CCOCC1
lig_p38a_2c~lig_p38a_2g,p38,0,Clc1ccccc1-c1ccccc1,Fc1ccccc1Oc1ccccc1,c[1*]c1ccccc1Cl~c[1*]Oc1ccccc1F
lig_p38a_2g~lig_p38a_2c,p38,0,Fc1ccccc1Oc1ccccc1,Clc1ccccc1-c1ccccc1,c[1*]Oc1ccccc1F~c[1*]c1ccccc1Cl
lig_p38a_2c~lig_p38a_3fln,p38,8,Clc1ccccc1-c1ccccc1,Fc1ccc(Oc2ccccc2)c(F)c1,c[1*]c1ccccc1Cl~c[1*]Oc1ccc(F)cc1F
lig_p38a_3fln~lig_p38a_2c,p38,8,Fc1ccc(Oc2ccccc2)c(F)c1,Clc1ccccc1-c1ccccc1,c[1*]Oc1ccc(F)cc1F~c[1*]c1ccccc1Cl
lig_p38a_2c~lig_p38a_2i,p38,0,Clc1ccccc1-c1ccccc1,Fc1ccccc1Cc1ccccc1,c[1*]c1ccccc1Cl~c[1*]Cc1ccccc1F
lig_p38a_2i~lig_p38a_2c,p38,0,Fc1ccccc1Cc1ccccc1,Clc1ccccc1-c1ccccc1,c[1*]Cc1ccccc1F~c[1*]c1ccccc1Cl
lig_p38a_2c~lig_p38a_2h,p38,0,Clc1ccccc1-c1ccccc1,Fc1ccccc1Sc1ccccc1,c[1*]c1ccccc1Cl~c[1*]Sc1ccccc1F
lig_p38a_2h~lig_p38a_2c,p38,0,Fc1ccccc1Sc1ccccc1,Clc1ccccc1-c1ccccc1,c[1*]Sc1ccccc1F~c[1*]c1ccccc1Cl
lig_p38a_2c~lig_p38a_2l,p38,9,Clc1ccccc1-c1ccccc1,CCc1ccccc1Oc1ccc(F)cc1F,c[1*]c1ccccc1Cl~C[2*]C.c[1*]Oc1ccc(F)cc1F
lig_p38a_2l~lig_p38a_2c,p38,9,CCc1ccccc1Oc1ccc(F)cc1F,Clc1ccccc1-c1ccccc1,C[2*]C.c[1*]Oc1ccc(F)cc1F~c[1*]c1ccccc1Cl
lig_p38a_2s~lig_p38a_2g,p38,5,OCC(O)Cc1ccccc1F,c1ccccc1,C[1*]C(O)CO.c[2*]F~
lig_p38a_2g~lig_p38a_2s,p38,5,c1ccccc1,OCC(O)Cc1ccccc1F,~C[1*]C(O)CO.c[2*]F
lig_p38a_2s~lig_p38a_2r,p38,1,OCc1ccccc1,CCc1ccccc1,C[1*]O~C[1*]C
lig_p38a_2r~lig_p38a_2s,p38,1,CCc1ccccc1,OCc1ccccc1,C[1*]C~C[1*]O
lig_p38a_2s~lig_p38a_2o,p38,5,OCCc1ccccc1CO,CS(=O)(=O)Cc1ccccc1,C[2*]O.C[1*]CO~C[1*]S(C)(=O)=O
lig_p38a_2o~lig_p38a_2s,p38,5,CS(=O)(=O)Cc1ccccc1,OCCc1ccccc1CO,C[1*]S(C)(=O)=O~C[2*]O.C[1*]CO
lig_p38a_2s~lig_p38a_3fln,p38,4,OCC(O)Cc1ccccc1,c1ccccc1,C[1*]C(O)CO~
lig_p38a_3fln~lig_p38a_2s,p38,4,c1ccccc1,OCC(O)Cc1ccccc1,~C[1*]C(O)CO
lig_p38a_2s~lig_p38a_2u,p38,10,OCC(O)CNc1ccccc1,CS(=O)(=O)N1CCC(Nc2ccccc2)CC1,n[1*]CC(O)CO~n[1*]C1CCN(S(C)(=O)=O)CC1
lig_p38a_2u~lig_p38a_2s,p38,10,CS(=O)(=O)N1CCC(Nc2ccccc2)CC1,OCC(O)CNc1ccccc1,n[1*]C1CCN(S(C)(=O)=O)CC1~n[1*]CC(O)CO
lig_p38a_2s~lig_p38a_3fly,p38,10,OCC(O)Cc1ccccc1NC1CCOCC1,CC(C)Nc1ccccc1,C[1*]C(O)CO.N[2*]C1CCOCC1~N[1*]C(C)C
lig_p38a_3fly~lig_p38a_2s,p38,10,CC(C)Nc1ccccc1,OCC(O)Cc1ccccc1NC1CCOCC1,N[1*]C(C)C~C[1*]C(O)CO.N[2*]C1CCOCC1
lig_p38a_2s~lig_p38a_2v,p38,10,OCC(O)Cc1ccccc1NC1CCOCC1,CNc1ccccc1,C[1*]C(O)CO.N[2*]C1CCOCC1~N[1*]C
lig_p38a_2v~lig_p38a_2s,p38,10,CNc1ccccc1,OCC(O)Cc1ccccc1NC1CCOCC1,N[1*]C~C[1*]C(O)CO.N[2*]C1CCOCC1
